id,deskripsi,platform,tujuan,fitur_utama,target_user,estimasi_deadline,estimasi_budget,industri,ui/ux,hosting
2604,Aplikasi mobile untuk tracking pesanan katering perusahaan kami,React Native,Aplikasi Mobile,"Notifikasi real-time, pelacakan status, riwayat pesanan",Pelanggan Katering,60 hari,20000000,Kuliner,Ya,Ya
2605,Perlu sistem pengelolaan inventaris untuk gudang farmasi kami,PHP/MySQL,Sistem Backend,"Manajemen stok, pelaporan, dashboard analitik",Staff Gudang,90 hari,25000000,Farmasi,Tidak,Ya
2606,Ingin membuat website company profile untuk perusahaan konsultan pajak,WordPress,Company Profile,"Halaman layanan, testimoni, formulir konsultasi",Calon Klien,25 hari,7500000,Konsultan,Ya,Ya
2607,Butuh API untuk integrasi sistem HR dengan software absensi,Node.js,API,"Authentication, endpoint CRUD, dokumentasi API",Developer Internal,40 hari,12000000,HR,Tidak,Ya
2608,Aplikasi desktop untuk kasir toko kelontong kami yang bisa cetak struk,Java,Aplikasi Desktop,"Pencatatan transaksi, manajemen produk, laporan penjualan",Staff Kasir,50 hari,18000000,Retail,Ya,Tidak
2609,Website reservasi untuk restoran kami dengan fitur booking online,Laravel,Website,"Booking calendar, notifikasi email, dashboard admin",Pelanggan Restoran,35 hari,9000000,Kuliner,Ya,Ya
2610,Butuh integrasi payment gateway Midtrans untuk toko online yang sudah ada,PHP,Integrasi Payment,"Handling callback, notifikasi pembayaran, reconciliation",Pelanggan Online,20 hari,5500000,E-commerce,Tidak,Tidak
2611,Tool untuk otomatisasi laporan keuangan bulanan dari data excel,Python,Automasi,"Import data, visualisasi, export PDF",Staff Keuangan,30 hari,8000000,Keuangan,Ya,Tidak
2612,Desain tampilan untuk aplikasi fitness tracking yang sedang dikembangkan,Figma,Design UI/UX,"Wireframe, prototype interaktif, design system",Pengguna Aplikasi Fitness,25 hari,7000000,Kesehatan,Ya,Tidak
2613,Website untuk pemesanan tiket wisata pantai dengan sistem member,CodeIgniter,Website,"Membership, booking online, payment integration",Wisatawan,45 hari,13500000,Pariwisata,Ya,Ya
2614,Aplikasi mobile katalog produk furniture dengan AR untuk visualisasi,Unity/AR,Aplikasi Mobile,"Augmented reality, katalog produk, favorite list",Pembeli Furniture,75 hari,27000000,Interior,Ya,Ya
2615,Sistem backend untuk manajemen sekolah online,Django,Sistem Backend,"User management, course management, grading system",Staf Administrasi,60 hari,22000000,Pendidikan,Tidak,Ya
2616,Company profile interaktif untuk developer properti,React.js,Company Profile,"3D visualization, property listing, contact form",Calon Pembeli Properti,40 hari,11000000,Properti,Ya,Ya
2617,Web tool untuk analisis data SEO dari berbagai sumber,MERN Stack,Tool Berbasis Web/Software,"Data visualization, automated reporting, competitor analysis",Digital Marketer,50 hari,18500000,Marketing,Ya,Ya
2618,Landing page untuk peluncuran produk kosmetik baru,Bootstrap,Landing Page,"Product showcase, pre-order form, social sharing",Calon Pembeli,20 hari,4500000,Kosmetik,Ya,Tidak
2619,E-commerce khusus untuk produk pertanian organik dengan fitur langganan,WooCommerce,E-Commerce,"Subscription system, marketplace, COD integration",Konsumen Organik,55 hari,16000000,Pertanian,Ya,Ya
2620,Sistem integrasi data antara POS dan akuntansi untuk minimarket,Python/Flask,API,"Data synchronization, scheduled jobs, error handling",Pemilik Usaha,65 hari,19500000,Retail,Tidak,Ya
2621,Kami membutuhkan website katalog untuk memudahkan pelanggan melihat koleksi furnitur terbaru,WordPress,Company Profile,"Katalog Produk, Galeri, Kontak Form",Pelanggan Furnitur,14 hari,5000000,Furnitur,Ya,Ya
2622,Perlu sistem pemesanan online terintegrasi untuk usaha katering,Laravel,E-Commerce,"Order Online, Pembayaran, Tracking",Pelanggan Katering,30 hari,15000000,Kuliner,Ya,Ya
2623,Ingin redesign website perusahaan agar lebih modern dan responsif,React,Website,"Responsif Design, Animasi, CMS",Calon Investor,21 hari,8500000,Properti,Ya,Ya
2624,Butuh aplikasi kasir untuk toko kelontong dengan fitur manajemen stok,Flutter,Aplikasi Mobile,"Manajemen Stok, Laporan Penjualan, Barcode Scanner",Pemilik Toko,45 hari,12000000,Retail,Ya,Tidak
2625,Perlu landing page untuk produk kesehatan baru kami yang akan diluncurkan,HTML/CSS,Landing Page,"One-page Scroll, Form Kontak, Testimoni",Calon Pembeli,7 hari,2500000,Kesehatan,Ya,Ya
2626,Membutuhkan sistem pencatatan keuangan untuk usaha jasa laundry,PHP,Sistem Backend,"Manajemen Order, Laporan Keuangan, Dashboard",Staff Laundry,21 hari,7500000,Jasa,Ya,Ya
2627,Ingin membuat marketplace khusus produk UMKM lokal daerah kami,Laravel+Vue,E-Commerce,"Multi-vendor, Pembayaran Online, Chat",Penjual & Pembeli,90 hari,28000000,Marketplace,Ya,Ya
2628,Perlu aplikasi untuk manajemen klinik gigi dengan fitur booking,React Native,Aplikasi Mobile,"Booking Online, Reminder, Riwayat Pasien",Dokter & Pasien,60 hari,18500000,Kesehatan,Ya,Ya
2629,Butuh website portofolio untuk seniman dengan galeri dan shop,WordPress,Website,"Galeri, Shop, Blog",Penikmat Seni,14 hari,4500000,Seni,Ya,Ya
2630,Ingin mengembangkan API untuk integrasi sistem inventori dengan POS,Node.js,API,"REST API, Authentication, Documentation",Developer,30 hari,9000000,Retail,Tidak,Ya
2631,Perlu sistem manajemen karyawan dan absensi online,Django,Sistem Backend,"Absensi, Payroll, Manajemen Cuti",HR & Karyawan,45 hari,15000000,Corporate,Ya,Ya
2632,Ingin aplikasi edukasi untuk siswa SD dengan konsep gamifikasi,Unity,Aplikasi Mobile,"Gamifikasi, Quiz, Progress Tracking",Siswa SD,60 hari,22000000,Pendidikan,Ya,Tidak
2633,Butuh plugin untuk mengintegrasikan payment gateway lokal ke web kami,PHP,Integrasi Payment,"Multi-payment, Notification, Report",Pengguna Website,14 hari,6000000,Fintech,Tidak,Tidak
2634,Perlu tool otomatisasi untuk social media posting bisnis kami,Python,Automasi,"Scheduling, Analytics, Multi-platform",Marketing Team,21 hari,8000000,Marketing,Ya,Ya
2635,Ingin desain UI/UX untuk aplikasi travel yang sedang kami kembangkan,Figma,Design UI/UX,"Wireframe, Prototype, User Flow",Traveler,30 hari,7500000,Travel,Ya,Tidak
2636,Butuh website untuk reservasi restoran dengan fitur pembayaran DP,Laravel,Website,"Reservasi, Pembayaran, Menu Display",Pelanggan Restoran,30 hari,11000000,Kuliner,Ya,Ya
2637,Perlu CRM sederhana untuk bisnis dropship online,CodeIgniter,Tool Berbasis Web/Software,"Contact Management, Order Tracking, Notification",Dropshipper,45 hari,13500000,E-commerce,Ya,Ya
2638,Ingin redesign aplikasi desktop untuk manajemen perpustakaan,.NET,Aplikasi Desktop,"Sistem Peminjaman, Katalog, Member",Staff Perpustakaan,60 hari,16000000,Pendidikan,Ya,Tidak
2639,Butuh website company profile untuk firma hukum dengan fitur booking konsultasi,WordPress,Company Profile,"Booking, Profil Pengacara, Blog",Klien Hukum,21 hari,6500000,Jasa Hukum,Ya,Ya
2640,Perlu dashboard analytics untuk menganalisa performa toko online kami,MERN Stack,Tool Berbasis Web/Software,"Charts, Reports, Export Data",Marketing Team,45 hari,14000000,E-commerce,Ya,Ya
2641,Kami perlu website untuk menampilkan portfolio fotografi profesional dengan galeri yang responsif,WordPress,Website,"Galeri responsif, Kontak form, Integrasi media sosial",Fotografer profesional,30 hari,5000000,Fotografi,Ya,Ya
2642,Ingin membuat toko online untuk produk kecantikan organik dengan sistem pembayaran terintegrasi,WooCommerce,E-Commerce,"Katalog produk, Keranjang belanja, Payment gateway",Pembeli kosmetik,45 hari,12000000,Kecantikan,Ya,Ya
2643,Butuh sistem pencatatan inventaris gudang dengan notifikasi stok rendah,Laravel,Sistem Backend,"Dashboard admin, Laporan stok, Notifikasi otomatis",Staff inventaris,60 hari,18000000,Logistik,Tidak,Ya
2644,Mencari pengembang untuk membuat landing page promosi event tahunan perusahaan,HTML/CSS/JS,Landing Page,"Form pendaftaran, Countdown timer, Galeri event sebelumnya",Peserta event,15 hari,3500000,Event Organizer,Ya,Ya
2645,Perlu aplikasi mobile untuk melacak pengiriman kurir internal perusahaan,React Native,Aplikasi Mobile,"GPS tracking, Status pengiriman, Notifikasi",Kurir dan pelanggan,75 hari,25000000,Logistik,Ya,Tidak
2646,Membutuhkan company profile interaktif dengan animasi dan video background,Vue.js,Company Profile,"Video background, Animasi scroll, Testimoni",Calon klien,20 hari,7500000,Konsultasi,Ya,Ya
2647,Ingin mengintegrasikan sistem pembayaran Midtrans pada website toko yang sudah ada,PHP,Integrasi Payment,"Multiple payment options, Notifikasi transaksi, Invoice otomatis",Pembeli online,25 hari,6000000,Retail,Tidak,Tidak
2648,Butuh API untuk sinkronisasi data antara sistem ERP dan website,Node.js,API,"Autentikasi, Rate limiting, Data conversion",Developer internal,40 hari,15000000,Manufaktur,Tidak,Ya
2649,Perlu aplikasi desktop untuk kasir dengan printer thermal integration,Electron,Aplikasi Desktop,"Manajemen inventaris, Cetak struk, Laporan penjualan",Kasir toko,35 hari,9000000,Retail,Ya,Tidak
2650,Ingin automasi email marketing berdasarkan perilaku pengunjung website,Python,Automasi,"Segmentasi pengguna, Template email, Analytics",Tim marketing,30 hari,8500000,Marketing,Tidak,Ya
2651,Membutuhkan tool berbasis web untuk menganalisis data SEO kompetitor,MERN Stack,Tool Berbasis Web/Software,"Dashboard analytics, Perbandingan keyword, Laporan PDF",Digital marketer,50 hari,16000000,Digital Marketing,Ya,Ya
2652,Perlu desain ulang UI/UX untuk aplikasi mobile fintech yang sudah ada,Figma,Design UI/UX,"Wireframing, Prototype interaktif, Design system",Pengguna fintech,25 hari,7000000,Financial Tech,Ya,Tidak
2653,Ingin membuat marketplace untuk jasa freelancer lokal,Laravel + Vue,E-Commerce,"Sistem rating, Escrow payment, Portfolio",Freelancer dan klien,90 hari,28000000,Marketplace,Ya,Ya
2654,Butuh landing page untuk peluncuran produk baru dengan fitur pre-order,Next.js,Landing Page,"Form pre-order, Spesifikasi produk, FAQ",Calon pembeli,18 hari,4500000,Consumer Goods,Ya,Ya
2655,Perlu sistem backend untuk mengelola reservasi restoran,Django,Sistem Backend,"Kalender reservasi, Notifikasi SMS, Dashboard admin",Staff restoran,40 hari,14000000,F&B,Ya,Ya
2656,Ingin aplikasi mobile untuk loyalty program toko retail kami,Flutter,Aplikasi Mobile,"QR code scanner, Poin reward, Promo personalisasi",Pelanggan setia,55 hari,19500000,Retail,Ya,Ya
2657,Membutuhkan company profile untuk perusahaan konstruksi dengan portfolio proyek,WordPress,Company Profile,"Portfolio proyek, Testimoni, Kontak form",Calon klien,25 hari,6500000,Konstruksi,Ya,Ya
2658,Perlu tool untuk mengotomatisasi laporan keuangan bulanan dari berbagai sumber,Python + React,Tool Berbasis Web/Software,"Data import, Visualisasi grafik, Export PDF",Tim keuangan,65 hari,22000000,Akuntansi,Ya,Ya
2659,Ingin mengembangkan API untuk integrasi dengan marketplace,Express.js,API,"Webhook, Sinkronisasi stok, Order management",Tim IT internal,35 hari,13500000,E-Commerce,Tidak,Ya
2660,Butuh website booking untuk jasa konsultasi hukum online,PHP + MySQL,Website,"Sistem booking, Pembayaran online, Live chat",Klien hukum,50 hari,17000000,Jasa Hukum,Ya,Ya
2661,Kami adalah perusahaan travel yang membutuhkan website untuk pemesanan dan informasi paket wisata,Website,Company Profile,"Sistem pemesanan paket, galeri destinasi, kontak agen",Turis domestik & internasional,30 hari,8500000,Travel,Ya,Ya
2662,PT Abadi Jaya butuh pembaruan website profil perusahaan yang sudah ketinggalan zaman,WordPress,Company Profile,"Profil, layanan, portofolio, testimoni, kontak",Klien bisnis potensial,15 hari,3500000,Konstruksi,Ya,Ya
2663,Saya ingin membuat toko online untuk produk fashion lokal yang saya produksi,Shopify,E-Commerce,"Katalog produk, keranjang belanja, pembayaran online",Wanita usia 18-35 tahun,45 hari,12000000,Fashion,Ya,Ya
2664,Startup fintech kami membutuhkan landing page untuk layanan pinjaman online baru,React,Landing Page,"Form aplikasi, kalkulator pinjaman, FAQ, testimonial",Pengusaha UMKM,20 hari,5000000,Fintech,Ya,Ya
2665,Kami butuh sistem backend untuk mengelola inventory dan pengiriman barang,Node.js,Sistem Backend,"Manajemen stok, tracking pesanan, laporan penjualan",Staff internal perusahaan,60 hari,18000000,Logistik,Tidak,Ya
2666,Toko kue kami ingin sistem pemesanan online dengan pembayaran digital,PHP,E-Commerce,"Katalog produk, pemesanan khusus, pembayaran online",Pelanggan lokal,25 hari,7500000,Kuliner,Ya,Ya
2667,Butuh landing page untuk peluncuran aplikasi game baru kami bulan depan,HTML/CSS/JS,Landing Page,"Video trailer, pra-registrasi, fitur game, screenshots",Gamer usia 15-30 tahun,10 hari,3000000,Gaming,Ya,Ya
2668,Kami perlu membangun API untuk integrasi sistem POS dengan aplikasi mobile,Python,API,"Endpoint transaksi, manajemen produk, laporan",Developer internal,40 hari,15000000,Retail,Tidak,Ya
2669,Dokter praktek pribadi membutuhkan aplikasi booking appointment,Mobile Android/iOS,Aplikasi Mobile,"Jadwal dokter, booking online, reminder",Pasien,50 hari,20000000,Kesehatan,Ya,Ya
2670,Sekolah kami butuh sistem untuk manajemen perpustakaan dan peminjaman buku,PHP Laravel,Sistem Backend,"Database buku, sistem peminjaman, notifikasi",Staff perpustakaan dan siswa,35 hari,9000000,Pendidikan,Ya,Ya
2671,Perusahaan manufaktur butuh aplikasi desktop untuk monitoring mesin produksi,Java,Aplikasi Desktop,"Dashboard realtime, alert sistem, reporting",Operator pabrik,45 hari,22000000,Manufaktur,Ya,Tidak
2672,Kami butuh tool untuk otomatisasi posting media sosial perusahaan,Python,Automasi,"Penjadwalan post, analytics, content management",Tim marketing,30 hari,8000000,Marketing,Ya,Ya
2673,Restoran kami ingin membuat sistem pemesanan meja online,JavaScript,Tool Berbasis Web/Software,"Reservasi meja, peta layout, konfirmasi email",Pelanggan restoran,20 hari,5500000,Kuliner,Ya,Ya
2674,Butuh integrasi payment gateway untuk website e-commerce yang sudah ada,PHP,Integrasi Payment,"Multi payment gateway, invoice otomatis, refund",Pengguna website,15 hari,4000000,E-Commerce,Tidak,Tidak
2675,Agensi properti membutuhkan website dengan fitur pencarian dan listing properti,WordPress,Website,"Pencarian properti, gallery, kontak agen",Pencari properti,25 hari,7000000,Real Estate,Ya,Ya
2676,Butuh aplikasi internal untuk karyawan melihat slip gaji dan mengajukan cuti,React Native,Aplikasi Mobile,"Login karyawan, histori gaji, form cuti",Karyawan perusahaan,40 hari,16000000,Human Resource,Ya,Ya
2677,Event organizer kami butuh landing page untuk acara konferensi tahunan,Vue.js,Landing Page,"Jadwal acara, pendaftaran, informasi pembicara",Profesional industri,15 hari,4500000,Event,Ya,Ya
2678,Perusahaan logistik butuh API untuk integrasi dengan marketplace,Java Spring,API,"Tracking shipment, kalkulasi ongkir, notifikasi",Developer eksternal,35 hari,17000000,Logistik,Tidak,Ya
2679,Klinik kecantikan membutuhkan desain UI/UX untuk aplikasi booking treatment,Figma,Design UI/UX,"Booking treatment, profil customer, history",Wanita usia 25-45,20 hari,6000000,Kecantikan,Ya,Tidak
2680,UMKM kerajinan tangan butuh e-commerce sederhana dengan fitur pembayaran,WooCommerce,E-Commerce,"Katalog produk, keranjang, checkout, tracking",Penggemar kerajinan,30 hari,8000000,Kerajinan,Ya,Ya
2681,Kami adalah restoran makanan Italia yang ingin memiliki kehadiran online yang lebih baik. Kami mencari solusi untuk menampilkan menu dan memungkinkan reservasi meja.,WordPress,Website,"Halaman menu digital, sistem reservasi, galeri foto, integrasi media sosial",Pelanggan restoran berusia 25-45 tahun,30 hari,8500000,Kuliner,Ya,Ya
2682,Saya memiliki toko sepatu dan ingin berjualan online. Perlu fitur keranjang belanja dan pembayaran yang mudah.,Shopify,E-Commerce,"Katalog produk, keranjang belanja, sistem pembayaran, manajemen stok",Pembeli sepatu usia 18-40 tahun,45 hari,12000000,Retail,Ya,Ya
2683,Perusahaan konsultan keuangan kami membutuhkan website profesional untuk menampilkan layanan dan testimoni klien.,Custom HTML/CSS,Company Profile,"Halaman layanan, portofolio, testimonial, formulir kontak",Pebisnis dan investor,20 hari,5000000,Keuangan,Ya,Ya
2684,"Butuh landing page untuk peluncuran produk skincare baru kami, fokus pada konversi pengunjung menjadi pembeli.",Webflow,Landing Page,"Hero section menarik, testimoni, CTA kuat, formulir lead capture",Wanita usia 20-35 tahun,15 hari,3500000,Kecantikan,Ya,Ya
2685,Kami perlu sistem backend untuk mengelola inventaris toko buku dengan banyak cabang.,PHP/Laravel,Sistem Backend,"Manajemen stok, laporan penjualan, dashboard admin, integrasi POS",Staf toko buku,60 hari,18000000,Retail,Tidak,Ya
2686,Startup kami membutuhkan integrasi payment gateway ke aplikasi yang sudah ada untuk memudahkan transaksi.,Node.js,Integrasi Payment,"Midtrans, OVO, GoPay, kartu kredit, reporting",Pengguna aplikasi existing,25 hari,7500000,Teknologi,Tidak,Tidak
2687,Butuh API untuk menghubungkan aplikasi mobile dengan database pelanggan kami yang sudah ada.,Python/Django,API,"Authentication, endpoints CRUD, dokumentasi, rate limiting",Developer internal,35 hari,9000000,Jasa,Tidak,Ya
2688,Kami ingin aplikasi mobile untuk program loyalitas pelanggan salon kecantikan kami.,React Native,Aplikasi Mobile,"Poin rewards, booking appointment, notifikasi promo, profil pengguna",Pelanggan salon wanita,50 hari,15000000,Kecantikan,Ya,Tidak
